## SLURM PROLOG ###############################################################
##    Job ID : 7605019
##  Job Name : fMRI_L2_group
##  Nodelist : node1325
##      CPUs : 5
##  Mem/Node : 2048 MB
## Directory : /gpfs/data/ashenhav/mri-data/TCB/scripts/fmri-Preprocessing
##   Job Started : Wed Jan 25 14:35:08 EST 2023
###############################################################################
Running L2 analyses on GLM 9: Pmod with Reward, Penalty, Rew*Pen, (CueFixed) Interval Num, Interval Length, Mean Congruency, RT, Accuracy, RT*Rew, RT*Pen
Foldername is: glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls
GLM9: 32 contrasts, pmod with Reward, Penalty, CueFixed, Rew*Pen, Interval Num, Interval Length, Mean Congruency, RT, Accuracy, RT*Rew, RT*Pen
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats exists. No changes required.
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C26_IntxRew-RFixCuexRew
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C26_IntxRew-RFixCuexRew not found. Will create a new folder.
Copying contrast: Subject 2091 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2093 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2094 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2097 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2098 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2099 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2103 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2105 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2106 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2107 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2108 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2109 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2111 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2112 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2113 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2115 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2116 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2117 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2118 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2119 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2120 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2121 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2122 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2123 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2124 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2125 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2126 Contrast 6 to Folder C6_RFixCuesxRew-Pen
Copying contrast: Subject 2127 Contrast 6 to Folder C6_RFixCuesxRew-Pen
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C7_PFixCues
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C7_PFixCues not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2012 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2013 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2014 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2015 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2017 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2019 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2020 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2021 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2022 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2024 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2026 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2027 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2028 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2029 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2030 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2031 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2032 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2033 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2034 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2035 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2036 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2037 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2038 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2039 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2040 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2041 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2042 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2043 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2044 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2045 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2046 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2047 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2048 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2049 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2050 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2051 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2053 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2054 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2055 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2057 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2058 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2059 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2060 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2061 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2062 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2063 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2064 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2065 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2066 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2067 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2068 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2069 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2070 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2071 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2072 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2073 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2074 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2075 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2076 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2077 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2078 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2079 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2081 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2082 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2083 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2084 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2085 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2086 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2088 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2090 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2091 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2093 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2094 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2097 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2098 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2099 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2103 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2105 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2106 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2107 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2108 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2109 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2111 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2112 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2113 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2115 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2116 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2117 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2118 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2119 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2120 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2121 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2122 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2123 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2124 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2125 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2126 Contrast 7 to Folder C7_PFixCues
Copying contrast: Subject 2127 Contrast 7 to Folder C7_PFixCues
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C31_Fb
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C31_Fb not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2012 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2013 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2014 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2015 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2017 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2019 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2020 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2021 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2022 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2024 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2026 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2027 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2028 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2029 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2030 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2031 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2032 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2033 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2034 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2035 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2036 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2037 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2038 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2039 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2040 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2041 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2042 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2043 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2044 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2045 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2046 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2047 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2048 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2049 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2050 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2051 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2053 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2054 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2055 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2057 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2058 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2059 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2060 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2061 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2062 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2063 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2064 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2065 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2066 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2067 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2068 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2069 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2070 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2071 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2072 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2073 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2074 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2075 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2076 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2077 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2078 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2079 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2081 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2082 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2083 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2084 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2085 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2086 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2088 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2090 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2091 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2093 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2094 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2097 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2098 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2099 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2103 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2105 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2106 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2107 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2108 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2109 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2111 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2112 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2113 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2115 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2116 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2117 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2118 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2119 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2120 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2121 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2122 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2123 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2124 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2125 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2126 Contrast 31 to Folder C31_Fb
Copying contrast: Subject 2127 Contrast 31 to Folder C31_Fb
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C8_PFixCuesxRew
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C8_PFixCuesxRew not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2012 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2013 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2014 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2015 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2017 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2019 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2020 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2021 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2022 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2024 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2026 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2027 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2028 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2029 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2030 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2031 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2032 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2033 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2034 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2035 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2036 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2037 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2038 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2039 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2040 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2041 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2042 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2043 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2044 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2045 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2046 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2047 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2048 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2049 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2050 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2051 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2053 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2054 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2055 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2057 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2058 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2059 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2060 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2061 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2062 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2063 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2064 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2065 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2066 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2067 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2068 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2069 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2070 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2071 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2072 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2073 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2074 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2075 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2076 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2077 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2078 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2079 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2081 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2082 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2083 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2084 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2085 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2086 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2088 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2090 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2091 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2093 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2094 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2097 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2098 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2099 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2103 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2105 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2106 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2107 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2108 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2109 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2111 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2112 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2113 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2115 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2116 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2117 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2118 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2119 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2120 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2121 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2122 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2123 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2124 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2125 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2126 Contrast 8 to Folder C8_PFixCuesxRew
Copying contrast: Subject 2127 Contrast 8 to Folder C8_PFixCuesxRew
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C30_IntxPen-RFixCuexPen
/gpfs/data/ashenhav/mri-data/TCB/spm-data/groupstats/glm9_Pmod_RewPenTask_RTACC_CueFixed_interact_rwls/C30_IntxPen-RFixCuexPen not found. Will create a new folder.
Copying contrast: Subject 2011 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2012 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2013 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2014 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2015 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2017 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2019 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2020 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2021 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2022 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2024 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2026 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2027 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2028 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2029 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2030 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2031 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2032 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2033 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2034 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2035 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2036 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2037 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2038 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2039 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2040 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2041 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
Copying contrast: Subject 2042 Contrast 30 to Folder C30_IntxPen-RFixCuexPen
